Order,Country of president,President,Location continent,Location country,Location city,Date start,Date end,Subject,Participants,Source,Link
820,China,Xi Jinping,,Brazil,Brasilia,14.7.2014,17.7.2014,"Chinese president urges early negotiated solution to border issues with India, Chinese, U.S. presidents hail results of bilateral strategic dialogue, China ""true in word, resolute in deed"" on cooperation with Russia: Xi, Chinese president arrives in Brazil for BRICS summit, BRICS to establish development bank, reserve arrangement, Xi Jinping Meets with President of the Senate Renan Calheiros and President of the Chamber of Deputies Henrique Eduardo Alves of Brazil, Xi Jinping Meets with President Rafael Correa Delgado of Ecuador, Chinese, Peruvian presidents pledge to boost cooperation, Xi proposes trilateral work group on transcontinental S. American railway, BRICS, S.American countries ""rising power"" in int'l structure: Chinese president, Chinese, Chilean presidents agree to boost cooperation, Chinese president expects stronger ties with Brazil, L. America, Xi hails CELAC Quartet as ""good partner"" of China, Xi attends summit with LatAm and Caribbean leaders","Xi Jinping, Narendra Modi, Xi Jinping, Vladimir Putin, Xi Jinping, Vladimir Putin, Narendra Modi, Dilma Rousseff, Jacob Zuma, Xi Jinping, Renan Calheiros, Henrique Eduardo Alves, Xi Jinping, Rafael Correa Delgado, Xi Jinping, Ollanta Humala, Xi Jinping, Ollanta Humala, Xi Jinping, Michelle Bachelet, Xi Jinping, Luis Guillermo Solis, Raul Castro, Rafael Correa, Xi Jinping",http://news.xinhuanet.com/english/photo/2014-07/18/c_133494286.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=20267
821,China,Xi Jinping,,Greece,Rhodes,13.7.2014,13.7.2014,"#China, #Greece agree to enhance comprehensive strategic partnership, #China, #Greece vow to further deepen bilateral ties","Xi Jinping, Antonis Samaras, Xi Jinping, Karolos Papoulias",http://news.xinhuanet.com/english/china/2014-07/14/c_126746192.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=20207
822,China,Xi Jinping,,South Korea,Seoul,3.7.2014,4.7.2014,"#China, #S. Korea reiterate denuclearization of Korean Peninsula, #China, #S. Korea agree to open RMB clearing service in Seoul, #S.Korea, #China agree to launch Won-Yuan trading market in Seoul, #China, #S. Korea vow to finish FTA talks before end of 2014, #China, #S. Korea to enhance people-to-people exchanges, Xi Jinping Meets with Speaker of National Assembly Chung Ui-hwa of the #ROK #China, Xi Jinping Meets with Prime Minister Jung Hong-won of #ROK #China, Xi encourages more #S. Korean investment in #China, Chinese president ends visit to #S. Korea #China, Chinese president applauds #China-#South Korea ties, Xi, Park share concerns over Japan's constitution reinterpretation #China #S. Korea, Chinese president says #China-#S. Korea ties at best in history","Xi Jinping, Geun-hye Park, Xi Jinping, Geun-hye Park, Xi Jinping, Geun-hye Park, Xi Jinping, Ui-Hwa Chung, Xi Jinping, Hong-won Jung, Xi Jinping, Geun-hye Park, Xi Jinping, Hong-won Chung, Xi Jinping, Geun-hye Park, Xi Jinping",http://news.xinhuanet.com/english/china/2014-07/04/c_133461029.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=20140
823,China,Xi Jinping,,Belgium,Brugge,30.3.2014,1.4.2014,"Xi expects his visit to boost #China's ties with #Belgium, #Europe, Chinese president arrives in Brussels for state visit #China #Belgium, Chinese president calls for building four major partnerships with #EU #China, #China, #Belgium form all-round partnership of friendship, cooperation, Chinese president praises Belgian parliament speaker for promoting ties #China #Belgium, Chinese president attends state banquet in Brussels #Belgium #China, Chinese president calls for win-win cooperation between #China, #EU, Chinese president attends sending-off ceremony in Brugge #China #Belgium","Xi Jinping, Liyuan Peng,  Philippe,  Mathilde, Xi Jinping, Liyuan Peng, Elio Di Rupo, Xi Jinping, Herman Van Rompuy, Xi Jinping, Elio Di Rupo, Xi Jinping, Andre Flahaut, Xi Jinping, Liyuan Peng,  Philippe,  Mathilde, Xi Jinping, Jose Manuel Barroso, Xi Jinping,  Philippe",http://news.xinhuanet.com/english/photo/2014-04/02/c_133233215.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=19397
824,China,Xi Jinping,,Germany,Düsseldorf,28.3.2014,29.3.2014,"Xin Jinping Holds Talks with Angela Merkel, Announcing the Establishment of #China-#Germany All-Round Strategic Partnership, #China, #Germany vow to push for open world economy, Chinese, German presidents meet on ties #China #Germany, #China, #Germany establish comprehensive strategic partnership, Chinese president reaffirms adherence to peaceful development, Xi Jinping Visits Chinese Youth Football Players Trained in #Germany #China, Xi urges German entrepreneurs to seize ""#China opportunities"" #Germany, President Xi calls on #China, #Germany to build Silk Road economic belt","Xi Jinping, Angela Merkel, Xi Jinping, Joachim Gauck, Xi Jinping, Angela Merkel, Xi Jinping, Sigmar Gabriel, Hannelore Kraft, Soren Link",http://english.chinamil.com.cn/,http://www.chinavitae.com//vip/index.php?mode=show&id=19381
825,China,Xi Jinping,,France,Paris,25.3.2014,27.3.2014,"Chinese president arrives in Lyon for #France visit #China, Xi Jinping Holds Talks with French President François Hollande, Opening up the New Era of a Close and Enduring #China-#France Comprehensive and Strategic Partnership, #China, #France vow to boost financial, nuclear cooperation, Chinese, French presidents hold talks, blueprinting bilateral relationship #China #France, Xi meets French friends during visit to Charles de Gaulle Foundation in Paris #China #France, #China, #France vow to strengthen dialogue, promote cooperation, Chinese president meets French PM in Paris #China #France, Chinese president visits Biomerieux research center, urges further health cooperation #China #France, Chinese, French presidents pledge to open new era for bilateral ties #China #France, Xi lays wreath of flowers at Tomb of Unknown Soldier in Paris #China #France, Chinese president meets #UNESCO chief in Paris #China","Xi Jinping, Liyuan Peng, Xi Jinping, Francois Hollande, Xi Jinping, Francois Hollande, Xi Jinping, Francois Hollande, Xi Jinping, Jean-Marc Ayrault, Xi Jinping, Francois Hollande, Xi Jinping, Irina Bokova",http://news.xinhuanet.com/english/china/2014-03/27/c_133219406.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=19356
826,China,Xi Jinping,,Netherlands,The Hague,22.3.2014,25.3.2014,"Chinese president arrives in #Netherlands for state visit, nuclear summit #China, Chinese president arrives in #Netherlands for state visit, nuclear summit #China, Chinese, ROK presidents meet on cooperation, Korean Peninsula situation #South Korean #China, #China, #Netherlands to build open, pragmatic partnership, #China, #Netherlands to build open, pragmatic partnership, #China, #U.S. reaffirm commitment to promote new type of major-country ties, Chinese president meets #Dutch parliamentary leaders #China, Chinese president attends nuclear security summit #China #Dutch, Chinese president says his Europe visit aims for peace, cooperation #China #Dutch, Xi elaborates on #China's approach to nuclear security, #China willing to join #U.S. in promoting new model for major-country ties: Xi, Chinese president calls for fair, win-win system of global nuclear security #China #the Netherlands, Chinese president meets British PM on ties #China #Britain","Xi Jinping, Liyuan Peng,  Willem-Alexander,  Queen Maxima, Xi Jinping, Wang Yi, Geun-hye Park, Xi Jinping,  Willem-Alexander, Xi Jinping, Mark Rutte, Xi Jinping, Barack Obama, Xi Jinping, Ankie Broekers-Knol, Anouchka van Miltenburg, Xi Jinping, Barack Obama, Xi Jinping, David Cameron",http://news.xinhuanet.com/english/china/2014-03/25/c_133213327.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=19338
827,China,Xi Jinping,,Russia,Sochi,6.2.2014,8.2.2014,"Chinese president meets #IOC president #China, Chinese, Russian presidents hold talks on bilateral ties #Russia #China, Xi, Putin hail Chinese, Russian sailors escorting Syrian chemical weapons shipments #China #Russia, Chinese president, UN chief vow to promote world peace, development, Chinese, Greek presidents eye enhanced cooperation #China #Greece, Xi gives interview to Russian TV on multiple topics #Russia #China, Sochi Winter Olympics opens, Chinese president attends opening ceremony #Russia #China, Chinese, Czech presidents pledge to expand cooperation #China #the Czechia, Chinese, Afghan presidents agree to promote ties #Russia #China, Xi boosts Chinese athletes' morale in Sochi #China #Russia, Xi hails development of #China-#Russia ties","Xi Jinping, Thomas Bach, Xi Jinping, Vladimir Putin, Xi Jinping, Vladimir Putin, Xi Jinping, Ki-moon Ban, Xi Jinping, Karolos Papoulias, Xi Jinping, Milos Zeman, Xi Jinping, Hamid Karzai, Xi Jinping",http://news.xinhuanet.com/english/china/2014-02/09/c_133100705.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=19057
828,China,Xi Jinping,,Indonesia,Bali,5.10.2013,8.10.2013,"#Chinese president arrives in Bali island for #APEC meeting, #China, #Thailand vow to advance bilateral, China-ASEAN ties, China, Chile pledge to further cooperation, Chinese president says central gov't support to #Hong Kong consistent, firm #China, #China, #New Zealand pledge to further ties, cooperation, Chinese, Australian leaders pledge to boost ties #China #Australia, Xi meets Taiwan politician ahead of APEC gathering, #China committed to regional peace, development: Xi Jinping, #China to join #Russia in maintaining security in Asia-Pacific: Xi, Group photo of leaders and their spouses at #APEC summit meeting, Chinese president urges efforts to boost FTA talks with #S. Korea #China, Chinese president warns against patchy global trade regime #China #APEC, Xi Jinping said that #the Asia-Pacific Economic Cooperation (#APEC) should play a leading role in maintaining and advancing an open world economy #China, #China sticks to denuclearization of #Korean Peninsula, Chinese president says #South Korea, Chinese president urges developing connectivity in #Asia Pacific #China","Xi Jinping, Yingluck Shinawatra, Xi Jinping, Sebastian Pinera, Xi Jinping, Leung Chun-ying, Xi Jinping, John Key, Xi Jinping, Tony Abbott, Xi Jinping, Vincent Siew, Xi Jinping, Vladimir Putin, Xi Jinping, Susilo Bambang Yudhoyono, Xi Jinping, Geun-hye Park, Xi Jinping, Geun-hye Park, Xi Jinping",http://news.xinhuanet.com/english/china/2013-10/08/c_132780065.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=18194
829,China,Xi Jinping,,Malaysia,Kuala Lumpur,3.10.2013,4.10.2013,"Chinese president arrives in Kuala Lumpur for state visit #China #Malaysia, Chinese president addresses #China-#Malaysia Economic Summit, Xi addresses welcoming luncheon hosted by overseas #Chinese in Kuala Lumpur #China, Welcoming ceremony held for visiting Chinese president in #Malaysia #China, #China ready to work with #Malaysia for more fruitful ties: Xi, Xi Jinping metets with Malaysian Prime Minister Najib Razak","Xi Jinping, Najib Razak, Xi Jinping, Abdul Halim, Xi Jinping, Abdul Halim, Xi Jinping, Najib Razak",http://news.xinhuanet.com/english/china/2013-10/04/c_132772103.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=18148
830,China,Xi Jinping,,Indonesia,Jakarta,2.10.2013,3.10.2013,"#China proposes establishing Asian infrastructure investment bank #Indonesia, Chinese, Indonesian presidents agree to lift ties to comprehensive strategic partnership, President Xi Jinping Visits a Photography Exhibition on Sino-Indonesian Friendship and Expects the Young People of the Two Countries to Build a Bridge of Friendship between the Chinese and Indonesian People #Chiha #Indonesia, Chinese president stresses peaceful solution to South #China Sea disputes, #China, #Indonesia call for efforts to maintain peace in South China Sea, #China, #Indonesia aim for 80 bln dollars in bilateral trade by 2015, Chinese, Indonesian presidents chart course of future bilateral cooperation #China #Indonesia","Xi Jinping, Susilo Bambang Yudhoyono, Xi Jinping, Susilo Bambang Yudhoyono, Xi Jinping, Susilo Bambang Yudhoyono, Xi Jinping, Susilo Bambang Yudhoyono",http://news.xinhuanet.com/english/china/2013-10/04/c_132771091.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=18142
831,China,Xi Jinping,,Kyrgyzstan,Bishkek,10.9.2013,13.9.2013,"Chinese president in #Kyrgyzstan for state visit, SCO summit #China, Chinese president calls for more trade between #China's Xinjiang, #Kyrgyzstan, Xi Jinping met with Kyrgyz Parliament Speaker Asylbek Zheenbekov and urged the two sides to further promote bilateral cooperation #China #Kyrgyzstan, #China, #Kyrgyzstan agree to boost cooperation on security, Chinese president meets Kyrgyz PM in Bishkek, #Kyrgyzstan #China, #China, #Kyrgyzstan vow to boost economic cooperation, #China willing to make constructive effort on Iranian nuke talks: president #Iran, Chinese, Mongolian presidents meet on promoting cooperation #Mongolia #China , Chinese, Tajik presidents agree to accelerate gas pipeline construction #Tajikistan #China , Chinese president raises proposal on #SCO cooperation #China, Xi Jinping attends 13th SCO summit in Bishkek, #Kyrgyzstan #China","Xi Jinping, Almazbek Atambaev, Xi Jinping, Zhantoro Satybaldiev, Xi Jinping, Asylbek Jeenbekov, Xi Jinping, Almazbek Atambaev, Xi Jinping, Jantoro Satybaldiev, Xi Jinping, Almazbek Atambaev, Xi Jinping, Hassan Rouhani, Xi Jinping, Tsakhia Elbegdorj, Xi Jinping, Emomali Rakhmon, Xi Jinping, Wang Yi, Yang Jiechi",http://news.xinhuanet.com/english/photo/2013-09/14/c_132719533.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=18001
832,China,Xi Jinping,,Uzbekistan,Samarkand,8.9.2013,10.9.2013,"Chinese president arrives in Tashkent for Uzbekistan visit #China #Uzbekistan, Chinese president tables five-point proposal on cooperation with #Uzbekistan, Xi calls for closer #China-#Uzbekistan parliamentary exchanges, #China, #Uzbekistan vow to strengthen cultural exchanges, President Xi visits ancient observatory in Samarkand, #Uzbekistan #China","Xi Jinping, Islam Karimov, Xi Jinping, Islam Karimov, Xi Jinping, Islam Karimov, Xi Jinping, Islam Karimov, Xi Jinping, Islam Karimov",http://news.xinhuanet.com/english/photo/2013-09/10/c_132709383.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=17958
833,China,Xi Jinping,,Kazakhstan,Matybulak Range,7.9.2013,9.9.2013,"Xi Jinping urged entrepreneurs from his country and Kazakhstan to boost cooperation #China #Kazakhstan, Xi Jinping discussed bilateral ties with the speaker of Kazakh Parliament's Lower House Nurlan Nigmatulin #China #Kazakhstan, #China, #Kazakhstan agree to boost security, law enforcement cooperation, #Kazakhstan hopes to ride on #China's boom: president","Xi Jinping, Nursultan Nazarbayev, Xi Jinping, Nurlan Nigmatulin, Xi Jinping, Nursultan Nazarbayev",http://news.xinhuanet.com/english/china/2013-09/09/c_125345940.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=17953
834,China,Xi Jinping,,Russia,St. Petersburg,4.9.2013,6.9.2013,"Chinese, Mexican presidents meet for third time this year #China #Mexico, Chinese president arrives in St. Petersburg for G20 summit #China #Russia, Chinese president calls for closer G20 partnership to boost world economy #Russia #China, Xi Jinping urged #the World Trade Organization (#WTO) to play a bigger role in safeguarding and consolidating a multilateral trade mechanism, #China, #Brazil vow to boost BRICS cooperation, Xi Jinping met with his Russian counterpart Vladimir Putin before the Group of 20 (G20) summit #China #Russia, Chinese, Argentine presidents vow to tap cooperation potential, Xi Jinping urged world's leading developed and developing economies to fight against trade protectionism, Chinese, U.S. presidents hold second meeting in three months #China #U.S, Chinese president urges political solution to Syrian crisis #Syria #China, Chinese president urges political solution to #Syrian crisis #China, Chinese president uses Newton's laws of motion to depict ties with #Germany #China, Xi Jinping said #China and #the United States of America have more cooperation areas than differences in the Asia-Pacific region during a meeting with his U.S. counterpart Barack Obama","Xi Jinping, Enrique Pena Nieto, Xi Jinping, Roberto Azevedo, Xi Jinping, Dilma Rousseff, Xi Jinping, Vladimir Putin, Xi Jinping, Cristina Fernandez, Xi Jinping, Barack Obama, Xi Jinping, Barack Obama, Xi Jinping, Angela Merkel, Xi Jinping, Barack Obama",http://news.xinhuanet.com/english/china/2013-09/06/c_132698985.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=17920
